@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
871,'2024/02/28 19:47:28:857',28,86,405,0,0,0.91,0
872,'2024/02/28 19:47:28:874',28,86,405,0,0,0.91,0
873,'2024/02/28 19:47:28:893',28,86,405,0,0,0.91,0
874,'2024/02/28 19:47:28:912',28,86,405,0,0,0.91,0
875,'2024/02/28 19:47:28:930',28,86,405,0,0,0.91,0
876,'2024/02/28 19:47:28:945',28,86,405,0,0,0.91,0
877,'2024/02/28 19:47:28:964',28,86,405,0,0,0.91,0
878,'2024/02/28 19:47:28:982',28,86,405,0,0,0.91,0
879,'2024/02/28 19:47:29:001',28,86,405,0,0,0.91,0
880,'2024/02/28 19:47:29:019',28,86,405,0,0,0.91,0
881,'2024/02/28 19:47:29:037',28,86,405,0,0,0.91,0
882,'2024/02/28 19:47:29:057',28,86,405,0,0,0.91,0
883,'2024/02/28 19:47:29:075',28,86,405,0,0,0.91,0
884,'2024/02/28 19:47:29:094',28,86,405,0,0,0.91,0
885,'2024/02/28 19:47:29:111',28,86,405,0,0,0.91,0
886,'2024/02/28 19:47:29:126',28,86,405,0,0,0.91,0
887,'2024/02/28 19:47:29:142',28,86,405,0,0,0.91,0
888,'2024/02/28 19:47:29:161',28,86,405,0,0,0.91,0
889,'2024/02/28 19:47:29:180',28,86,405,0,0,0.91,0
890,'2024/02/28 19:47:29:197',28,86,405,0,0,0.91,0
891,'2024/02/28 19:47:29:215',28,86,405,0,0,0.91,0
892,'2024/02/28 19:47:29:234',28,86,405,0,0,0.91,0
893,'2024/02/28 19:47:29:253',28,86,405,0,0,0.91,0
894,'2024/02/28 19:47:29:269',28,86,405,0,0,0.91,0
895,'2024/02/28 19:47:29:287',28,86,405,0,0,0.91,0
896,'2024/02/28 19:47:40:258',29,80,335,0.15,0,1,0
897,'2024/02/28 19:47:40:275',29,80,335,0.15,0,1,0
898,'2024/02/28 19:47:40:294',29,80,335,0.15,0,1,0
899,'2024/02/28 19:47:40:313',29,80,335,0.15,0,1,0
900,'2024/02/28 19:47:40:332',29,80,335,0.15,0,1,0
901,'2024/02/28 19:47:40:351',29,80,335,0.15,0,1,0
902,'2024/02/28 19:47:40:369',29,80,335,0.15,0,1,0
903,'2024/02/28 19:47:40:388',29,80,335,0.15,0,1,0
904,'2024/02/28 19:47:40:404',29,80,335,0.15,0,1,0
905,'2024/02/28 19:47:40:424',29,80,335,0.15,0,1,0
906,'2024/02/28 19:47:40:442',29,80,335,0.15,0,1,0
907,'2024/02/28 19:47:40:459',29,80,335,0.15,0,1,0
908,'2024/02/28 19:47:40:476',29,80,335,0.15,0,1,0
909,'2024/02/28 19:47:40:494',29,80,335,0.15,0,1,0
910,'2024/02/28 19:47:40:511',29,80,335,0.15,0,1,0
911,'2024/02/28 19:47:40:529',29,80,335,0.15,0,1,0
912,'2024/02/28 19:47:40:546',29,80,335,0.15,0,1,0
913,'2024/02/28 19:47:40:564',29,80,335,0.15,0,1,0
914,'2024/02/28 19:47:40:584',29,80,335,0.15,0,1,0
915,'2024/02/28 19:47:40:604',29,80,335,0.15,0,1,0
916,'2024/02/28 19:47:40:621',29,80,335,0.15,0,1,0
917,'2024/02/28 19:47:40:642',29,80,335,0.15,0,1,0
918,'2024/02/28 19:47:50:871',30,46,270,1,0,1,0
919,'2024/02/28 19:47:50:892',30,46,270,1,0,1,0
920,'2024/02/28 19:47:50:909',30,46,270,1,0,1,0
921,'2024/02/28 19:47:50:926',30,46,270,1,0,1,0
922,'2024/02/28 19:47:50:944',30,46,270,1,0,1,0
923,'2024/02/28 19:47:50:963',30,46,270,1,0,1,0
924,'2024/02/28 19:47:50:981',30,46,270,1,0,1,0
925,'2024/02/28 19:47:51:001',30,46,270,1,0,1,0
926,'2024/02/28 19:47:51:017',30,46,270,1,0,1,0
927,'2024/02/28 19:47:51:033',30,46,270,1,0,1,0
928,'2024/02/28 19:47:51:051',30,46,270,1,0,1,0
929,'2024/02/28 19:47:51:070',30,46,270,1,0,1,0
930,'2024/02/28 19:47:51:089',30,46,270,1,0,1,0
931,'2024/02/28 19:47:51:108',30,46,270,1,0,1,0
932,'2024/02/28 19:47:51:126',30,46,270,1,0,1,0
933,'2024/02/28 19:47:51:145',30,46,270,1,0,1,0
934,'2024/02/28 19:47:51:163',30,46,270,1,0,1,0
935,'2024/02/28 19:47:51:180',30,46,270,1,0,1,0
936,'2024/02/28 19:47:51:197',30,46,270,1,0,1,0
937,'2024/02/28 19:47:51:217',30,46,270,1,0,1,0
938,'2024/02/28 19:47:51:235',30,46,270,1,0,1,0
939,'2024/02/28 19:47:51:255',30,46,270,1,0,1,0
940,'2024/02/28 19:47:51:274',30,46,270,1,0,1,0
941,'2024/02/28 19:47:51:291',30,46,270,1,0,1,0
942,'2024/02/28 19:47:51:309',30,46,270,1,0,1,0
943,'2024/02/28 19:47:51:327',30,46,270,1,0,1,0
944,'2024/02/28 19:47:51:345',30,46,270,1,0,1,0
945,'2024/02/28 19:47:51:363',30,46,270,1,0,1,0
946,'2024/02/28 19:47:51:382',30,46,270,1,0,1,0
947,'2024/02/28 19:47:51:398',30,46,270,1,0,1,0
948,'2024/02/28 19:47:51:418',30,46,270,1,0,1,0
949,'2024/02/28 19:47:51:436',30,46,270,1,0,1,0
950,'2024/02/28 19:47:51:453',30,46,270,1,0,1,0
951,'2024/02/28 19:47:51:471',30,46,270,1,0,1,0
952,'2024/02/28 19:47:51:490',30,46,270,1,0,1,0
953,'2024/02/28 19:47:51:509',30,46,270,1,0,1,0
954,'2024/02/28 19:47:51:526',30,46,270,1,0,1,0
955,'2024/02/28 19:47:51:542',30,46,270,1,0,1,0
956,'2024/02/28 19:47:51:560',30,46,270,1,0,1,0
957,'2024/02/28 19:47:51:578',30,46,270,1,0,1,0
958,'2024/02/28 19:47:51:597',30,46,270,1,0,1,0
959,'2024/02/28 19:47:51:616',30,46,270,1,0,1,0
960,'2024/02/28 19:47:51:633',30,46,270,1,0,1,0
961,'2024/02/28 19:47:51:651',30,46,270,1,0,1,0
962,'2024/02/28 19:47:51:667',30,46,270,1,0,1,0
963,'2024/02/28 19:47:55:691',31,145,266,1,0,1,0
964,'2024/02/28 19:47:55:709',31,145,266,1,0,1,0
965,'2024/02/28 19:47:55:727',31,145,266,1,0,1,0
966,'2024/02/28 19:47:55:744',31,145,266,1,0,1,0
967,'2024/02/28 19:47:55:762',31,145,266,1,0,1,0
968,'2024/02/28 19:47:55:789',31,145,266,1,0,1,0
969,'2024/02/28 19:47:55:805',31,145,266,1,0,1,0
970,'2024/02/28 19:47:55:824',31,145,266,1,0,1,0
971,'2024/02/28 19:47:55:842',31,145,266,1,0,1,0
972,'2024/02/28 19:47:55:860',31,145,266,1,0,1,0
973,'2024/02/28 19:47:55:878',31,145,266,1,0,1,0
974,'2024/02/28 19:47:55:896',31,145,266,1,0,1,0
975,'2024/02/28 19:47:55:914',31,145,266,1,0,1,0
976,'2024/02/28 19:47:55:932',31,145,266,1,0,1,0
977,'2024/02/28 19:47:55:952',31,145,266,1,0,1,0
978,'2024/02/28 19:47:55:969',31,145,266,1,0,1,0
979,'2024/02/28 19:47:55:987',31,145,266,1,0,1,0
980,'2024/02/28 19:47:56:012',31,145,266,1,0,1,0
981,'2024/02/28 19:47:56:023',31,145,266,1,0,1,0
982,'2024/02/28 19:47:56:040',31,145,266,1,0,1,0
983,'2024/02/28 19:47:56:057',31,145,266,1,0,1,0
984,'2024/02/28 19:47:56:075',31,145,266,1,0,1,0
985,'2024/02/28 19:47:56:094',31,145,266,1,0,1,0
986,'2024/02/28 19:47:56:114',31,145,266,1,0,1,0
987,'2024/02/28 19:47:56:133',31,145,266,1,0,1,0
988,'2024/02/28 19:47:56:151',31,145,266,1,0,1,0
989,'2024/02/28 19:47:56:169',31,145,266,1,0,1,0
990,'2024/02/28 19:47:56:185',31,145,266,1,0,1,0
991,'2024/02/28 19:51:17:714',32,610,38,0,1,0,0
992,'2024/02/28 19:51:17:736',32,610,38,0,1,0,0
993,'2024/02/28 19:51:17:748',32,610,38,0,1,0,0
994,'2024/02/28 19:51:17:767',32,610,38,0,1,0,0
995,'2024/02/28 19:51:17:786',32,610,38,0,1,0,0
996,'2024/02/28 19:51:17:804',32,610,38,0,1,0,0
997,'2024/02/28 19:51:17:822',32,610,38,0,1,0,0
998,'2024/02/28 19:51:17:839',32,610,38,0,1,0,0
999,'2024/02/28 19:51:17:859',32,610,38,0,1,0,0
1000,'2024/02/28 19:51:17:876',32,610,38,0,1,0,0
1001,'2024/02/28 19:51:17:894',32,610,38,0,1,0,0
1002,'2024/02/28 19:51:17:910',32,610,38,0,1,0,0
1003,'2024/02/28 19:51:17:926',32,610,38,0,1,0,0
1004,'2024/02/28 19:51:17:945',32,610,38,0,1,0,0
1005,'2024/02/28 19:51:17:964',32,610,38,0,1,0,0
1006,'2024/02/28 19:51:17:980',32,610,38,0,1,0,0
1007,'2024/02/28 19:51:17:999',32,610,38,0,1,0,0
1008,'2024/02/28 19:51:18:018',32,610,38,0,1,0,0
1009,'2024/02/28 19:51:18:038',32,610,38,0,1,0,0
1010,'2024/02/28 19:51:18:057',32,610,38,0,1,0,0
1011,'2024/02/28 19:51:18:073',32,610,38,0,1,0,0
1012,'2024/02/28 19:51:18:090',32,610,38,0,1,0,0
1013,'2024/02/28 19:51:18:110',32,610,38,0,1,0,0
1014,'2024/02/28 19:51:18:129',32,610,38,0,1,0,0
1015,'2024/02/28 19:51:18:147',32,610,38,0,1,0,0
1016,'2024/02/28 19:51:18:165',32,610,38,0,1,0,0
1017,'2024/02/28 19:51:18:183',32,610,38,0,1,0,0
1018,'2024/02/28 19:51:18:198',32,610,38,0,1,0,0
1019,'2024/02/28 19:51:18:215',32,610,38,0,1,0,0
1020,'2024/02/28 19:51:18:232',32,610,38,0,1,0,0
1021,'2024/02/28 19:51:18:248',32,610,38,0,1,0,0
1022,'2024/02/28 19:51:18:265',32,610,38,0,1,0,0
1023,'2024/02/28 19:51:18:283',32,610,38,0,1,0,0
1024,'2024/02/28 19:51:18:299',32,610,38,0,1,0,0
1025,'2024/02/28 19:51:18:318',32,610,38,0,1,0,0
1026,'2024/02/28 19:51:18:334',32,610,38,0,1,0,0
1027,'2024/02/28 19:51:18:352',32,610,38,0,1,0,0
1028,'2024/02/28 19:51:18:372',32,610,38,0,1,0,0
1029,'2024/02/28 19:51:29:648',33,42,35,1,0,0,0
1030,'2024/02/28 19:51:29:666',33,42,35,1,0,0,0
1031,'2024/02/28 19:51:29:682',33,42,35,1,0,0,0
1032,'2024/02/28 19:51:29:700',33,42,35,1,0,0,0
1033,'2024/02/28 19:51:29:718',33,42,35,1,0,0,0
1034,'2024/02/28 19:51:29:735',33,42,35,1,0,0,0
1035,'2024/02/28 19:51:29:755',33,42,35,1,0,0,0
1036,'2024/02/28 19:51:29:772',33,42,35,1,0,0,0
1037,'2024/02/28 19:51:29:791',33,42,35,1,0,0,0
1038,'2024/02/28 19:51:29:808',33,42,35,1,0,0,0
1039,'2024/02/28 19:51:29:826',33,42,35,1,0,0,0
1040,'2024/02/28 19:51:29:845',33,42,35,1,0,0,0
1041,'2024/02/28 19:51:29:865',33,42,35,1,0,0,0
1042,'2024/02/28 19:51:29:882',33,42,35,1,0,0,0
1043,'2024/02/28 19:51:29:900',33,42,35,1,0,0,0
1044,'2024/02/28 19:51:29:916',33,42,35,1,0,0,0
1045,'2024/02/28 19:51:29:934',33,42,35,1,0,0,0
1046,'2024/02/28 19:51:29:952',33,42,35,1,0,0,0
1047,'2024/02/28 19:51:29:972',33,42,35,1,0,0,0
1048,'2024/02/28 19:51:29:987',33,42,35,1,0,0,0
1049,'2024/02/28 19:51:30:005',33,42,35,1,0,0,0
1050,'2024/02/28 19:51:30:024',33,42,35,1,0,0,0
1051,'2024/02/28 19:51:30:040',33,42,35,1,0,0,0
1052,'2024/02/28 19:51:30:058',33,42,35,1,0,0,0
1053,'2024/02/28 19:51:30:074',33,42,35,1,0,0,0
1054,'2024/02/28 19:51:30:093',33,42,35,1,0,0,0
1055,'2024/02/28 19:51:30:117',33,42,35,1,0,0,0
1056,'2024/02/28 19:51:30:128',33,42,35,1,0,0,0
1057,'2024/02/28 19:51:41:185',34,40,444,0,0,1,0
1058,'2024/02/28 19:51:41:205',34,40,444,0,0,1,0
1059,'2024/02/28 19:51:41:224',34,40,444,0,0,1,0
1060,'2024/02/28 19:51:41:243',34,40,444,0,0,1,0
1061,'2024/02/28 19:51:41:261',34,40,444,0,0,1,0
1062,'2024/02/28 19:51:41:278',34,40,444,0,0,1,0
1063,'2024/02/28 19:51:41:295',34,40,444,0,0,1,0
1064,'2024/02/28 19:51:41:314',34,40,444,0,0,1,0
1065,'2024/02/28 19:51:41:332',34,40,444,0,0,1,0
1066,'2024/02/28 19:51:41:351',34,40,444,0,0,1,0
1067,'2024/02/28 19:51:41:369',34,40,444,0,0,1,0
1068,'2024/02/28 19:51:41:387',34,40,444,0,0,1,0
1069,'2024/02/28 19:51:41:408',34,40,444,0,0,1,0
1070,'2024/02/28 19:51:41:427',34,40,444,0,0,1,0
1071,'2024/02/28 19:51:41:445',34,40,444,0,0,1,0
1072,'2024/02/28 19:51:41:465',34,40,444,0,0,1,0
1073,'2024/02/28 19:51:41:484',34,40,444,0,0,1,0
1074,'2024/02/28 19:51:41:502',34,40,444,0,0,1,0
1075,'2024/02/28 19:51:41:520',34,40,444,0,0,1,0
1076,'2024/02/28 19:51:41:538',34,40,444,0,0,1,0
1077,'2024/02/28 19:51:41:556',34,40,444,0,0,1,0
1078,'2024/02/28 19:51:41:574',34,40,444,0,0,1,0
1079,'2024/02/28 19:51:41:593',34,40,444,0,0,1,0
1080,'2024/02/28 19:51:41:610',34,40,444,0,0,1,0
1081,'2024/02/28 19:51:41:625',34,40,444,0,0,1,0
1082,'2024/02/28 19:51:41:643',34,40,444,0,0,1,0
1083,'2024/02/28 19:51:41:660',34,40,444,0,0,1,0
1084,'2024/02/28 19:51:41:680',34,40,444,0,0,1,0
1085,'2024/02/28 19:51:41:698',34,40,444,0,0,1,0
1086,'2024/02/28 19:51:41:715',34,40,444,0,0,1,0
1087,'2024/02/28 19:51:41:734',34,40,444,0,0,1,0
1088,'2024/02/28 19:51:41:752',34,40,444,0,0,1,0
1089,'2024/02/28 19:51:41:770',34,40,444,0,0,1,0
1090,'2024/02/28 19:51:41:789',34,40,444,0,0,1,0
1091,'2024/02/28 19:51:41:808',34,40,444,0,0,1,0
1092,'2024/02/28 19:51:41:824',34,40,444,0,0,1,0
1093,'2024/02/28 19:51:41:842',34,40,444,0,0,1,0
1094,'2024/02/28 19:51:41:861',34,40,444,0,0,1,0
1095,'2024/02/28 19:51:41:879',34,40,444,0,0,1,0
1096,'2024/02/28 19:51:41:896',34,40,444,0,0,1,0
1097,'2024/02/28 19:51:41:913',34,40,444,0,0,1,0
1098,'2024/02/28 19:51:41:932',34,40,444,0,0,1,0
1099,'2024/02/28 19:51:41:952',34,40,444,0,0,1,0
1100,'2024/02/28 19:51:50:417',35,617,445,0,0,0,1
1101,'2024/02/28 19:51:50:435',35,617,445,0,0,0,1
1102,'2024/02/28 19:51:50:455',35,617,445,0,0,0,1
1103,'2024/02/28 19:51:50:473',35,617,445,0,0,0,1
1104,'2024/02/28 19:51:50:490',35,617,445,0,0,0,1
1105,'2024/02/28 19:51:50:508',35,617,445,0,0,0,1
1106,'2024/02/28 19:51:50:527',35,617,445,0,0,0,1
1107,'2024/02/28 19:51:50:546',35,617,445,0,0,0,1
1108,'2024/02/28 19:51:50:564',35,617,445,0,0,0,1
1109,'2024/02/28 19:51:50:581',35,617,445,0,0,0,1
1110,'2024/02/28 19:51:50:599',35,617,445,0,0,0,1
1111,'2024/02/28 19:51:50:618',35,617,445,0,0,0,1
1112,'2024/02/28 19:51:50:635',35,617,445,0,0,0,1
1113,'2024/02/28 19:51:50:654',35,617,445,0,0,0,1
1114,'2024/02/28 19:51:50:671',35,617,445,0,0,0,1
1115,'2024/02/28 19:51:50:690',35,617,445,0,0,0,1
1116,'2024/02/28 19:51:50:706',35,617,445,0,0,0,1
1117,'2024/02/28 19:51:50:723',35,617,445,0,0,0,1
1118,'2024/02/28 19:51:50:739',35,617,445,0,0,0,1
1119,'2024/02/28 19:51:50:756',35,617,445,0,0,0,1
1120,'2024/02/28 19:51:50:775',35,617,445,0,0,0,1
1121,'2024/02/28 19:51:50:792',35,617,445,0,0,0,1
1122,'2024/02/28 19:51:50:810',35,617,445,0,0,0,1
1123,'2024/02/28 19:51:50:828',35,617,445,0,0,0,1
1124,'2024/02/28 19:51:50:846',35,617,445,0,0,0,1
1125,'2024/02/28 19:51:50:865',35,617,445,0,0,0,1
1126,'2024/02/28 19:51:50:883',35,617,445,0,0,0,1
1127,'2024/02/28 19:51:50:901',35,617,445,0,0,0,1
1128,'2024/02/28 19:51:50:917',35,617,445,0,0,0,1
1129,'2024/02/28 19:51:50:936',35,617,445,0,0,0,1
1130,'2024/02/28 19:51:50:952',35,617,445,0,0,0,1
1131,'2024/02/28 19:51:50:970',35,617,445,0,0,0,1
1132,'2024/02/28 19:51:50:987',35,617,445,0,0,0,1
1133,'2024/02/28 19:51:51:006',35,617,445,0,0,0,1
1134,'2024/02/28 19:51:51:024',35,617,445,0,0,0,1
1135,'2024/02/28 19:51:51:041',35,617,445,0,0,0,1
1136,'2024/02/28 19:51:51:059',35,617,445,0,0,0,1
1137,'2024/02/28 19:51:51:078',35,617,445,0,0,0,1
1138,'2024/02/28 19:51:51:095',35,617,445,0,0,0,1
1139,'2024/02/28 19:51:51:113',35,617,445,0,0,0,1
1140,'2024/02/28 19:51:51:132',35,617,445,0,0,0,1
1141,'2024/02/28 19:51:51:151',35,617,445,0,0,0,1
1142,'2024/02/28 19:51:51:169',35,617,445,0,0,0,1
1143,'2024/02/28 19:51:51:185',35,617,445,0,0,0,1
1144,'2024/02/28 19:51:51:203',35,617,445,0,0,0,1
1145,'2024/02/28 19:51:51:220',35,617,445,0,0,0,1
1146,'2024/02/28 19:51:51:236',35,617,445,0,0,0,1
1147,'2024/02/28 19:51:51:254',35,617,445,0,0,0,1
1148,'2024/02/28 19:51:51:273',35,617,445,0,0,0,1
1149,'2024/02/28 19:51:51:292',35,617,445,0,0,0,1
1150,'2024/02/28 19:51:51:310',35,617,445,0,0,0,1
1151,'2024/02/28 19:51:51:327',35,617,445,0,0,0,1
1152,'2024/02/28 19:51:51:343',35,617,445,0,0,0,1
